date,label,close
2021-02-05,0.35510887772194305,38306.68
2021-02-06,0.37144148215092637,39220.16
2021-02-07,0.4040307101727447,38789.4
2021-02-08,0.43270911360799,46386.93
2021-02-09,0.37322121604139713,46468.4
2021-02-10,0.3675247524752475,44871.28
2021-02-11,0.24324324324324326,47961.49
2021-02-12,0.0,47326.29
2021-02-13,0.396168108776267,47110.11
2021-02-14,0.48762035763411277,48589.46
2021-02-15,0.5815350996995357,47907.41
2021-02-16,0.26666666666666666,49132.87
2021-02-17,0.0,52039.76
2021-02-18,0.3722257450856056,51614.67
2021-02-19,0.37037037037037035,55876.0
2021-02-20,0.4716981132075472,55858.83
2021-02-21,0.0,57425.47
2021-02-22,0.32898378805852113,54152.15
2021-02-23,0.2765957446808511,48903.91
2021-02-24,0.1,49682.98
2021-02-25,0.0,47075.19
2021-02-26,0.0,46314.74
2021-02-27,0.0,46113.12
2021-02-28,0.32313231323132313,45161.6
2021-03-01,0.40476190476190477,49617.18
2021-03-02,-0.1,48456.72
2021-03-03,0.0,50352.9
2021-03-04,0.2,48373.02
2021-03-05,-0.1,48747.32
2021-03-06,0.0,48905.34
2021-03-07,0.0,50960.87
2021-03-08,0.0,52335.07
2021-03-09,0.0,54857.46
2021-03-10,0.0,55955.34
2021-03-11,0.20689655172413793,57756.57
2021-03-12,0.247924936845904,57232.78
2021-03-13,0.3333333333333333,61173.44
2021-03-14,0.0,58963.2
2021-03-15,0.1,55552.06
2021-03-16,0.0,56946.89
2021-03-17,0.0,58781.2
2021-03-18,0.1,57678.64
2021-03-19,0.0,58143.3
2021-03-20,0.1,58075.12
2021-03-21,0.0,57330.95
2021-03-22,-0.09090909090909091,54076.17
2021-03-23,0.0,54387.68
2021-03-24,0.0,52307.69
2021-03-25,0.0,51304.0
2021-03-26,0.0,55028.38
2021-03-27,0.0,55839.0
2021-03-28,0.0,55773.8
2021-03-29,-0.07692307692307693,57611.51
2021-03-30,0.07692307692307693,58747.49
2021-03-31,0.07692307692307693,58773.06
2021-04-01,0.0,58723.68
2021-04-02,0.0,58980.0
2021-04-03,-0.15384615384615385,57054.29
2021-04-04,0.1,58179.83
2021-04-05,0.4185282522996058,59110.55
2021-04-06,0.3945447560507107,57995.35
2021-04-07,0.35955856176575296,55921.81
2021-04-08,0.36510926902788243,58070.47
2021-04-09,0.31161137440758296,58114.3
2021-04-10,0.3760169791298196,59776.67
2021-04-11,0.44813278008298757,60001.4
2021-04-12,0.3692088382038489,59870.0
2021-04-13,0.0,63555.57
2021-04-14,0.0,62940.36
2021-04-15,0.0,63161.09
2021-04-16,0.0,61345.0
2021-04-17,0.4977168949771689,60000.96
2021-04-18,0.27243496053785443,56155.11
2021-04-19,0.3343195266272189,55607.18
2021-04-20,0.35895846249225044,56430.65
2021-04-21,0.2715477293790547,53788.72
2021-04-22,0.3119363395225464,51694.18
2021-04-23,0.28124301363737986,51121.61
2021-04-24,0.32533054975643705,50042.37
2021-04-25,0.2619047619047619,49063.82
2021-04-26,0.1,54019.14
2021-04-27,0.0,55008.96
2021-04-28,0.0,54831.52
2021-04-29,0.1,53557.33
2021-04-30,0.1,57707.15
2021-05-01,-0.1,57780.38
2021-05-02,0.0,56577.85
2021-05-03,-0.1,57162.07
2021-05-04,0.0,53206.25
2021-05-05,0.0,57430.25
2021-05-06,0.0,56404.09
2021-05-07,0.0,57328.39
2021-05-08,0.0,58861.73
2021-05-09,-0.1,58235.83
2021-05-10,0.0,55815.35
2021-05-11,0.1,56674.93
2021-05-12,0.1,49734.81
2021-05-13,0.0,49669.51
2021-05-14,0.0,49850.56
2021-05-15,0.0,46764.44
2021-05-16,0.2,46431.1
2021-05-17,-0.1,43547.02
2021-05-18,0.0,42848.25
2021-05-19,0.0,36653.5
