date,label
2021-02-05,0.35510887772194305
2021-02-06,0.37144148215092637
2021-02-07,0.4040307101727447
2021-02-08,0.43270911360799
2021-02-09,0.37322121604139713
2021-02-10,0.3675247524752475
2021-02-11,0.24324324324324326
2021-02-12,0.0
2021-02-13,0.396168108776267
2021-02-14,0.48762035763411277
2021-02-15,0.5815350996995357
2021-02-16,0.26666666666666666
2021-02-17,0.0
2021-02-18,0.3722257450856056
2021-02-19,0.37037037037037035
2021-02-20,0.4716981132075472
2021-02-21,0.0
2021-02-22,0.32898378805852113
2021-02-23,0.2765957446808511
2021-02-24,0.1
2021-02-25,0.0
2021-02-26,0.0
2021-02-27,0.0
2021-02-28,0.32313231323132313
2021-03-01,0.40476190476190477
2021-03-02,-0.1
2021-03-03,0.0
2021-03-04,0.2
2021-03-05,-0.1
2021-03-06,0.0
2021-03-07,0.0
2021-03-08,0.0
2021-03-09,0.0
2021-03-10,0.0
2021-03-11,0.20689655172413793
2021-03-12,0.247924936845904
2021-03-13,0.3333333333333333
2021-03-14,0.0
2021-03-15,0.1
2021-03-16,0.0
2021-03-17,0.0
2021-03-18,0.1
2021-03-19,0.0
2021-03-20,0.1
2021-03-21,0.0
2021-03-22,-0.09090909090909091
2021-03-23,0.0
2021-03-24,0.0
2021-03-25,0.0
2021-03-26,0.0
2021-03-27,0.0
2021-03-28,0.0
2021-03-29,-0.07692307692307693
2021-03-30,0.07692307692307693
2021-03-31,0.07692307692307693
2021-04-01,0.0
2021-04-02,0.0
2021-04-03,-0.15384615384615385
2021-04-04,0.1
2021-04-05,0.4185282522996058
2021-04-06,0.3945447560507107
2021-04-07,0.35955856176575296
2021-04-08,0.36510926902788243
2021-04-09,0.31161137440758296
2021-04-10,0.3760169791298196
2021-04-11,0.44813278008298757
2021-04-12,0.3692088382038489
2021-04-13,0.0
2021-04-14,0.0
2021-04-15,0.0
2021-04-16,0.0
2021-04-17,0.4977168949771689
2021-04-18,0.27243496053785443
2021-04-19,0.3343195266272189
2021-04-20,0.35895846249225044
2021-04-21,0.2715477293790547
2021-04-22,0.3119363395225464
2021-04-23,0.28124301363737986
2021-04-24,0.32533054975643705
2021-04-25,0.2619047619047619
2021-04-26,0.1
2021-04-27,0.0
2021-04-28,0.0
2021-04-29,0.1
2021-04-30,0.1
2021-05-01,-0.1
2021-05-02,0.0
2021-05-03,-0.1
2021-05-04,0.0
2021-05-05,0.0
2021-05-06,0.0
2021-05-07,0.0
2021-05-08,0.0
2021-05-09,-0.1
2021-05-10,0.0
2021-05-11,0.1
2021-05-12,0.1
2021-05-13,0.0
2021-05-14,0.0
2021-05-15,0.0
2021-05-16,0.2
2021-05-17,-0.1
2021-05-18,0.0
2021-05-19,0.0
2021-05-20,0.0
2021-05-21,0.0
2021-05-22,0.1
2021-05-23,0.0
2021-05-24,0.0
2021-05-25,0.39547206165703275
2021-05-26,0.3034081463009144
2021-05-27,0.3279054916985951
2021-05-28,0.3197879858657244
2021-05-29,0.2913003940588057
2021-05-30,0.2631578947368421
2021-05-31,0.0
2021-06-01,0.0
2021-06-02,0.0
2021-06-03,0.0
2021-06-04,0.0
2021-06-05,0.0
2021-06-06,-0.07692307692307693
2021-06-07,0.07692307692307693
2021-06-08,0.07692307692307693
2021-06-09,0.0
2021-06-10,-0.07692307692307693
2021-06-11,0.0
2021-06-12,0.08333333333333333
2021-06-13,0.0
2021-06-14,0.0
2021-06-15,-0.07692307692307693
2021-06-16,0.0
2021-06-17,0.0
2021-06-18,0.0
2021-06-19,0.0
2021-06-20,0.43894899536321486
2021-06-21,0.34469565217391307
2021-06-22,0.3175662075509676
2021-06-23,0.3875746186159629
2021-06-24,0.07692307692307693
2021-06-25,0.0
2021-06-26,0.08333333333333333
2021-06-27,0.15384615384615385
2021-06-28,0.07692307692307693
2021-06-29,0.0
2021-06-30,0.0
2021-07-01,0.0
2021-07-02,0.4343284687754648
2021-07-03,0.4888586408550111
2021-07-04,0.5041809304674786
2021-07-05,0.49202666008392987
2021-07-06,0.0
2021-07-07,0.0
2021-07-08,0.0
2021-07-09,0.1
2021-07-10,0.0
2021-07-11,0.0
2021-07-12,0.1
2021-07-13,0.0
2021-07-14,-0.1
2021-07-15,0.0
2021-07-16,0.28964059196617337
2021-07-17,0.4239048496523997
2021-07-18,0.5059583632447954
2021-07-19,0.43868912550183276
2021-07-20,0.3418083782662796
2021-07-21,0.42771284367113827
2021-07-22,0.5058974465091255
2021-07-23,0.4882747068676717
2021-07-24,0.47247724974721944
2021-07-25,0.48070012750666513
2021-07-26,0.3823152995927865
2021-07-27,0.4781866464339909
2021-07-28,0.47548605240912933
2021-07-29,0.6322653018299096
2021-07-30,0.46946111964260784
2021-07-31,0.3245382585751979
2021-08-01,0.0
2021-08-02,0.1
2021-08-03,0.0
2021-08-04,0.41702127659574467
2021-08-05,0.456847322486801
2021-08-06,0.5061344392604112
2021-08-07,0.46097715736040606
2021-08-08,0.4904710535778497
2021-08-09,0.5656602847324497
2021-08-10,0.46915584415584416
2021-08-11,0.0
2021-08-12,-0.08333333333333333
2021-08-13,0.07692307692307693
2021-08-14,0.5104936446940586
2021-08-15,0.4846569208481496
2021-08-16,0.5052918537524054
2021-08-17,0.508931936383508
2021-08-18,0.519133830315939
2021-08-19,0.47255287183635736
2021-08-20,0.48284387424409475
2021-08-21,0.4700046146746654
2021-08-22,0.0
2021-08-23,0.4049872122762148
2021-08-24,0.47748838109992253
2021-08-25,0.5960242396783145
2021-08-26,0.5339704546219336
2021-08-27,0.4964200477326969
2021-08-28,0.0
2021-08-29,0.0
2021-08-30,0.0
2021-08-31,0.0
2021-09-01,0.0
2021-09-02,0.0
2021-09-03,0.0
2021-09-04,0.0
2021-09-05,0.1
2021-09-06,0.0
2021-09-07,0.0
2021-09-08,-0.2
2021-09-09,-0.2
2021-09-10,0.4614554950045413
2021-09-11,0.4059633027522936
2021-09-12,0.1
2021-09-13,0.0
2021-09-14,0.1
2021-09-15,-0.1
2021-09-16,0.1
2021-09-17,-0.1
2021-09-18,0.1
2021-09-19,0.1
2021-09-20,0.1
2021-09-21,0.0
2021-09-22,0.0
2021-09-23,0.0
2021-09-24,0.0
2021-09-25,0.0
2021-09-26,0.1
2021-09-27,-0.1
2021-09-28,0.0
2021-09-29,0.1
2021-09-30,0.0
2021-10-01,0.0
2021-10-02,0.1
2021-10-03,0.0
2021-10-04,0.0
2021-10-05,0.0
2021-10-06,0.0
2021-10-07,0.0
2021-10-08,0.0
2021-10-09,0.0
2021-10-10,0.0
2021-10-11,-0.1
2021-10-12,0.0
2021-10-13,0.0
2021-10-14,0.0
2021-10-15,0.0
2021-10-16,0.0
2021-10-17,0.0
2021-10-18,0.4575571731529776
2021-10-19,0.4567269949714625
2021-10-20,0.4889867841409692
2021-10-21,0.4896894332312691
2021-10-22,0.5250658367249222
2021-10-23,0.5371201133335582
2021-10-24,0.6135265700483091
2021-10-25,0.0
2021-10-26,0.0
2021-10-27,0.4796553374820488
2021-10-28,0.46192948694673397
2021-10-29,0.4687594553706505
2021-10-30,0.5059760956175299
2021-10-31,0.0
2021-11-01,0.0
2021-11-02,0.07692307692307693
2021-11-03,0.0
2021-11-04,0.51282858492051
2021-11-05,0.506504705132531
2021-11-06,0.5342823677808811
2021-11-07,0.4248927038626609
2021-11-08,0.07692307692307693
2021-11-09,0.07692307692307693
2021-11-10,0.0
2021-11-11,0.476895014187272
2021-11-12,0.47589279776551174
2021-11-13,0.49310872894333846
2021-11-14,-0.07692307692307693
2021-11-15,0.0
2021-11-16,0.15384615384615385
2021-11-17,0.0
2021-11-18,0.45349619004930525
2021-11-19,0.433063209076175
2021-11-20,0.46259541984732827
2021-11-21,0.07692307692307693
2021-11-22,0.0
2021-11-23,-0.07692307692307693
2021-11-24,0.433205676954269
2021-11-25,0.5727225939269172
2021-11-26,0.4407696379663514
2021-11-27,0.43983402489626555
2021-11-28,0.0
2021-11-29,0.07692307692307693
2021-11-30,-0.07692307692307693
2021-12-01,0.0
2021-12-02,0.0
2021-12-03,0.0
2021-12-04,0.0
2021-12-05,0.0
2021-12-06,-0.1
2021-12-07,0.0
2021-12-08,-0.1
2021-12-09,0.0
2021-12-10,0.0
2021-12-11,0.3891449052739375
2021-12-12,0.37373737373737376
2021-12-13,0.0
2021-12-14,0.0
2021-12-15,0.0
2021-12-16,0.0
2021-12-17,0.4768410529823392
2021-12-18,0.4293785310734463
2021-12-19,-0.07692307692307693
2021-12-20,-0.07692307692307693
2021-12-21,0.0
2021-12-22,0.07692307692307693
2021-12-23,0.07692307692307693
2021-12-24,0.0
2021-12-25,0.0
2021-12-26,0.0
2021-12-27,0.0
2021-12-28,0.15384615384615385
2021-12-29,0.3728529534981148
2021-12-30,0.4236516882982574
2021-12-31,0.5764705882352941
2022-01-01,0.07692307692307693
2022-01-02,0.07692307692307693
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.07692307692307693
2022-01-06,0.07692307692307693
2022-01-07,-0.15384615384615385
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,-0.07692307692307693
2022-01-11,0.46693979742801867
2022-01-12,0.575797833082396
2022-01-13,0.5197331356560415
2022-01-14,0.5270737579339024
2022-01-15,0.5699404761904762
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,0.0
2022-01-19,0.4383346425765907
2022-01-20,0.4443910641364401
2022-01-21,0.36141056093550156
2022-01-22,0.37067760447321957
2022-01-23,0.3547619047619048
2022-01-24,-0.07692307692307693
2022-01-25,0.07692307692307693
2022-01-26,-0.07692307692307693
2022-01-27,0.07692307692307693
2022-01-28,0.0
2022-01-29,0.15384615384615385
2022-01-30,-0.07692307692307693
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,0.07692307692307693
2022-02-03,-0.07692307692307693
2022-02-04,0.0
2022-02-05,0.07692307692307693
2022-02-06,0.15384615384615385
2022-02-07,-0.07692307692307693
2022-02-08,0.0
2022-02-09,0.4460173251637439
2022-02-10,0.45867768595041325
2022-02-11,0.0
2022-02-12,-0.1
2022-02-13,-0.1
2022-02-14,0.42555015718776795
2022-02-15,0.5196672775976314
2022-02-16,0.4552590266875981
2022-02-17,0.45670391061452514
2022-02-18,0.4519405150525934
2022-02-19,0.28720626631853785
2022-02-20,0.0
2022-02-21,0.1
2022-02-22,0.0
2022-02-23,0.0
2022-02-24,0.0
2022-02-25,-0.07692307692307693
2022-02-26,0.0
2022-02-27,0.1
2022-02-28,0.0
2022-03-01,-0.1
2022-03-02,0.476957726957727
2022-03-03,0.44867549668874174
2022-03-04,0.0
2022-03-05,0.1
2022-03-06,0.49143356643356645
2022-03-07,0.45724846442354733
