date,label
2022-03-08,0.38340748495158333
2022-03-09,0.46352475247524755
2022-03-10,0.4808830587106063
2022-03-11,0.3767772511848341
2022-03-12,0.1
2022-03-13,0.0
2022-03-14,0.42818740399385563
2022-03-15,0.48024654368017805
2022-03-16,0.46769962035865303
2022-03-17,0.4240625535072199
2022-03-18,0.40418679549114334
2022-03-19,0.46748964882686705
2022-03-20,0.5230326295585412
2022-03-21,0.46850052461110353
2022-03-22,0.3593220338983051
2022-03-23,0.4289476250853409
2022-03-24,0.3784272518449734
2022-03-25,0.3152639087018545
2022-03-26,0.0
2022-03-27,0.0
2022-03-28,0.1
2022-03-29,0.0
2022-03-30,0.0
2022-03-31,-0.1
2022-04-01,-0.1
2022-04-02,0.0
2022-04-03,0.0
2022-04-04,0.0
2022-04-05,0.0
2022-04-06,0.0
2022-04-07,0.0
2022-04-08,0.0
2022-04-09,0.0
2022-04-10,0.1
2022-04-11,-0.1
2022-04-12,-0.1
2022-04-13,0.3847932928592079
2022-04-14,0.37697998672104716
2022-04-15,0.4012652358240594
2022-04-16,0.4459733882944867
2022-04-17,0.39864029666254636
2022-04-18,0.4395694135115071
2022-04-19,0.4667772814294831
2022-04-20,0.3844500632111252
2022-04-21,0.3707182069779048
2022-04-22,0.4106094492591557
2022-04-23,0.35208711433756806
2022-04-24,0.1
2022-04-25,0.0
2022-04-26,0.0
2022-04-27,0.4508670520231214
2022-04-28,0.47341745966073645
2022-04-29,0.43489210692003893
2022-04-30,0.44765164614135994
2022-05-01,0.43117121629518324
2022-05-02,0.4427447710878312
2022-05-03,0.44867549668874174
2022-05-04,0.0
2022-05-05,0.2
2022-05-06,0.0
2022-05-07,0.0
2022-05-08,0.0
2022-05-09,-0.2
2022-05-10,0.3718503937007874
2022-05-11,0.2519194853704088
2022-05-12,0.27072147404864594
2022-05-13,0.3333127241251391
2022-05-14,0.3357664233576642
2022-05-15,0.0
2022-05-16,0.0
2022-05-17,0.0
2022-05-18,0.0
2022-05-19,0.1
2022-05-20,0.0
2022-05-21,-0.1
2022-05-22,0.44761465471797574
2022-05-23,0.42682609825838314
2022-05-24,0.39210078311201907
2022-05-25,0.3577880184331797
2022-05-26,0.3089299599258329
2022-05-27,0.3786965530231682
2022-05-28,0.3696708041014571
2022-05-29,0.41401176560470626
2022-05-30,0.4494647574030307
2022-05-31,0.4419188582000793
2022-06-01,0.3565413958745408
2022-06-02,0.36607765635898626
2022-06-03,0.379003634808638
2022-06-04,0.36627906976744184
2022-06-05,0.3973941368078176
2022-06-06,0.0
2022-06-07,0.0
2022-06-08,0.0
2022-06-09,0.0
2022-06-10,0.0
2022-06-11,0.0
2022-06-12,0.1
2022-06-13,-0.1
2022-06-14,0.2781184444085848
2022-06-15,0.26110267384601227
2022-06-16,0.25
2022-06-17,0.30491111780656827
2022-06-18,0.22158102431365892
2022-06-19,0.24045361920793834
2022-06-20,-0.2
2022-06-21,0.0
2022-06-22,0.0
2022-06-23,0.3388971256396767
2022-06-24,0.31165004533091567
2022-06-25,0.32996597749280293
2022-06-26,0.37416370694639467
2022-06-27,0.2851153039832285
2022-06-28,0.3342348754448399
2022-06-29,0.32623187409800014
2022-06-30,0.4121996303142329
2022-07-01,0.0
2022-07-02,0.34936575052854124
2022-07-03,0.37267138599105815
2022-07-04,0.3248259860788863
2022-07-05,0.0
2022-07-06,-0.1
2022-07-07,0.0
2022-07-08,0.2
2022-07-09,0.0
2022-07-10,0.0
2022-07-11,0.3797442662878019
2022-07-12,0.3658244879653162
2022-07-13,0.29389312977099236
2022-07-14,0.3701514722536806
2022-07-15,0.3807305328269976
2022-07-16,0.36558997440649543
2022-07-17,0.34631460903252115
2022-07-18,0.39502762430939226
2022-07-19,0.0
2022-07-20,0.1
2022-07-21,-0.1
2022-07-22,-0.1
2022-07-23,0.0
2022-07-24,0.0
2022-07-25,0.0
2022-07-26,0.0
2022-07-27,0.0
2022-07-28,0.0
2022-07-29,0.0
2022-07-30,0.0
2022-07-31,-0.1
2022-08-01,0.0
2022-08-02,0.0
2022-08-03,0.0
2022-08-04,0.0
2022-08-05,0.0
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,0.0
2022-08-09,-0.1111111111111111
2022-08-10,0.0
2022-08-11,0.0
2022-08-12,0.0
2022-08-13,0.0
2022-08-14,-0.1
2022-08-15,0.0
2022-08-16,-0.1
2022-08-17,0.0
2022-08-18,0.0
2022-08-19,0.0
2022-08-20,0.0
2022-08-21,0.0
2022-08-22,-0.3
2022-08-23,0.0
2022-08-24,-0.1
2022-08-25,0.0
2022-08-26,0.0
2022-08-27,0.0
2022-08-28,0.2
2022-08-29,0.0
2022-08-30,0.37479806138933763
2022-08-31,0.38953569925655773
2022-09-01,0.3981988505226954
2022-09-02,0.3765466297322253
2022-09-03,0.3924874026568942
2022-09-04,0.4114560559685177
2022-09-05,0.4166666666666667
2022-09-06,0.0
2022-09-07,0.0
2022-09-08,0.0
2022-09-09,0.0
2022-09-10,0.0
2022-09-11,0.43189678105879226
2022-09-12,0.4295466076287994
2022-09-13,0.3460423438460863
2022-09-14,0.3762822211287331
2022-09-15,0.4759725400457666
2022-09-16,-0.2
2022-09-17,0.1
2022-09-18,0.1
2022-09-19,-0.2222222222222222
2022-09-20,0.0
2022-09-21,0.0
2022-09-22,-0.1
2022-09-23,0.0
2022-09-24,0.1
2022-09-25,-0.1
2022-09-26,-0.1
2022-09-27,0.0
2022-09-28,0.1
2022-09-29,0.1
2022-09-30,0.0
2022-10-01,0.0
2022-10-02,0.0
2022-10-03,0.0
2022-10-04,0.0
2022-10-05,0.1
2022-10-06,0.0
2022-10-07,0.0
2022-10-08,0.1
2022-10-09,0.452078032230704
2022-10-10,0.410205230564512
2022-10-11,0.41398194286841977
2022-10-12,0.398674738999857
2022-10-13,0.3702381819506155
2022-10-14,0.39157103284527106
2022-10-15,0.3711088172977672
2022-10-16,0.36673773987206826
2022-10-17,0.0
2022-10-18,0.0
2022-10-19,0.0
2022-10-20,0.0
2022-10-21,0.0
2022-10-22,-0.1
2022-10-23,-0.1
2022-10-24,0.0
2022-10-25,0.0
2022-10-26,0.0
2022-10-27,0.2
2022-10-28,0.0
2022-10-29,0.0
2022-10-30,0.1
2022-10-31,0.0
2022-11-01,0.1
2022-11-02,0.0
2022-11-03,-0.1
2022-11-04,0.1
2022-11-05,0.0
2022-11-06,0.0
2022-11-07,0.3508771929824561
2022-11-08,0.1607181957521349
2022-11-09,0.18721755971594578
2022-11-10,0.28447695120777594
2022-11-11,0.20287081339712917
2022-11-12,0.156
2022-11-13,0.2438025926768251
2022-11-14,0.2512948207171315
2022-11-15,0.21495996063168255
2022-11-16,0.24756410256410255
2022-11-17,0.22126929674099485
2022-11-18,-0.1
2022-11-19,0.0
2022-11-20,0.21426711793803696
2022-11-21,0.20862656072644722
2022-11-22,0.15724381625441697
2022-11-23,0.0
2022-11-24,0.0
2022-11-25,0.0
2022-11-26,0.0
2022-11-27,0.0
2022-11-28,-0.15384615384615385
2022-11-29,0.0
2022-11-30,-0.08333333333333333
2022-12-01,0.0
2022-12-02,0.0
2022-12-03,0.07692307692307693
2022-12-04,0.0
2022-12-05,-0.07692307692307693
2022-12-06,0.0
2022-12-07,0.0
2022-12-08,0.0
2022-12-09,0.0
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,0.0
2022-12-13,0.0
2022-12-14,0.0
2022-12-15,0.0
2022-12-16,0.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.1
2022-12-24,0.33483001924310457
2022-12-25,0.32070617459190914
2022-12-26,0.3510436432637571
2022-12-27,0.2826520807155
2022-12-28,0.24611398963730569
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,-0.1
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.1
2023-01-06,0.31039182282793865
2023-01-07,0.29482265620247006
2023-01-08,0.29922779922779924
2023-01-09,0.31221402558595573
2023-01-10,0.20822622107969152
