1689724800000,29859.14000000,30071.12000000,29839.50000000,30055.32000000,1511.54543000,1689728399999,45300574.94325880,37617,895.39349000,26830685.52240290,0
1689728400000,30055.31000000,30071.01000000,29950.70000000,30006.01000000,828.93009000,1689731999999,24868943.96440090,23192,371.37247000,11141984.64433130,0
1689732000000,30006.00000000,30029.00000000,29971.41000000,30024.00000000,594.08494000,1689735599999,17824978.03938710,15339,309.33953000,9282140.55692930,0
1689735600000,30023.99000000,30076.71000000,30008.00000000,30059.11000000,942.39611000,1689739199999,28318759.53810710,21302,497.14871000,14937559.97650430,0
1689739200000,30059.10000000,30189.09000000,30056.00000000,30099.08000000,1450.92700000,1689742799999,43719297.85185160,30456,762.97329000,22991345.72315710,0
1689742800000,30099.08000000,30119.98000000,30055.05000000,30098.39000000,891.77645000,1689746399999,26835293.39453250,18578,343.45696000,10335337.87381360,0
1689746400000,30098.39000000,30114.00000000,30000.00000000,30044.59000000,1137.21719000,1689749999999,34178219.59198200,23289,469.70679000,14115835.98679290,0
1689750000000,30044.58000000,30073.52000000,29966.48000000,30000.68000000,801.73838000,1689753599999,24067893.75553950,20916,306.85630000,9211805.67802210,0
1689753600000,30000.68000000,30014.86000000,29876.50000000,29923.28000000,1141.83394000,1689757199999,34215571.44800880,27622,447.57802000,13410505.31039880,0
1689757200000,29923.28000000,30046.00000000,29867.17000000,30006.30000000,1022.95930000,1689760799999,30651472.09887460,21864,520.50614000,15595996.10125150,0
1689760800000,30006.29000000,30034.00000000,29976.46000000,29988.00000000,558.63810000,1689764399999,16759101.98520490,14449,207.55777000,6226988.73881690,0
1689764400000,29987.99000000,30029.65000000,29958.86000000,30012.63000000,816.46142000,1689767999999,24489100.29725110,15703,379.45576000,11380941.47633770,0
1689768000000,30012.62000000,30021.02000000,29885.38000000,29950.01000000,805.44713000,1689771599999,24120899.32706150,22161,350.27262000,10489563.38726540,0
1689771600000,29950.00000000,30128.00000000,29827.39000000,29994.30000000,1963.64187000,1689775199999,58871354.41229490,44208,1003.37623000,30088725.92973540,0
1689775200000,29994.31000000,30056.69000000,29787.90000000,29824.01000000,2000.56070000,1689778799999,59775399.53091960,47385,905.92008000,27067764.54463510,0
1689778800000,29824.00000000,29995.16000000,29761.96000000,29956.46000000,1626.00290000,1689782399999,48603897.78947550,35692,858.02209000,25655165.93053310,0
1689782400000,29956.46000000,29979.00000000,29870.00000000,29903.90000000,888.79232000,1689785999999,26589993.81047380,23474,373.85989000,11186085.47393120,0
1689786000000,29903.90000000,30085.80000000,29881.26000000,29993.18000000,1285.76377000,1689789599999,38562496.26430940,35869,732.11894000,21957549.91777440,0
1689789600000,29993.19000000,30092.42000000,29944.00000000,30078.00000000,1210.92812000,1689793199999,36342501.07070760,31946,609.79611000,18303596.72080070,0
1689793200000,30078.00000000,30100.00000000,30019.84000000,30044.31000000,984.43216000,1689796799999,29591264.52125950,23390,504.41059000,15161929.14991490,0
1689796800000,30044.31000000,30054.00000000,29949.89000000,29964.95000000,790.27203000,1689800399999,23714160.15425320,20549,354.65838000,10641393.05920370,0
1689800400000,29964.94000000,29964.95000000,29851.10000000,29933.96000000,1008.09410000,1689803999999,30154706.70249830,26526,433.94771000,12980193.47267620,0
1689804000000,29933.96000000,29957.47000000,29850.07000000,29872.80000000,648.30695000,1689807599999,19383513.45183560,17616,272.02147000,8133409.74609430,0
1689807600000,29872.81000000,29940.00000000,29830.36000000,29909.21000000,746.61097000,1689811199999,22315471.34162730,18272,351.23387000,10497712.99611270,0
